,Unnamed: 0,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
1429,7911,2308n9,Øst Politidistrikt,202,5,Lillestrøm,2308n9-0,nødetat har rykk ut til trafikkulykk lang kompveien. en bil med tre person har kjørt av veien ett å ha svingt unn et dyr i veibanen. en person er kjørt skadelegevakt for vider undersøkelser. politi opprett sak.,2023-09-04 00:12:56.723557900+00:00,
1430,8767,23311k,Øst Politidistrikt,202,0,Nittedal,23311k-0,:: avisbud frastjål en paxt (lit elektrisk kjøretøy). vi rykk ut med fler patrulj og fikk ett kort tid kontroll på en mistenkt og kjøretøy. vi er fremdel i aktiv søk ett fler involverte.,2023-08-29 02:52:32.754578900+00:00,
1431,2170,233xhv,Sør-Øst Politidistrikt,204,5,Lier,233xhv-0,politi har rykk ut ett melding om en arbeidsulykke. en mann i slutt av tenår har skad hånd/fingr i en vedmaskin.,2023-10-11 08:19:55.615893800+00:00,
1434,13495,2361z5,Øst Politidistrikt,202,4,Fredrikstad,2361z5-0,personbil har kjørt inn i en statu på stedet. det ryk og lekk fra bilen. samt nødetat er på stedet. kun èn person i bilen. har smerter. oppdateres.,2023-07-25 13:23:36.111678100+00:00,
1435,13380,23sb8t,Agder Politidistrikt,205,7,Lyngdal,23sb8t-0,"et mikrofly har styrt i nær av daleknib i lyngdal, det skal vær to person i flyet, begg er våkn og bevisst. nødetatene, luftambulans og redningshelikopt er på vei til stedet. flyet er ennå ikk lokalisert. sak oppdateres.",2023-07-26 12:40:14.604880100+00:00,
1448,860,23lsv5,Innlandet Politidistrikt,203,1,Stange,23lsv5-0,"mjøsli, kl. : meld om tyveri av diesel fra gravemaskiner. dreier seg om ca. liter. politi har vært på sted for åstedsundersøkelse.",2023-10-19 08:27:52.048737900+00:00,
1467,17079,23260p,Sør-Øst Politidistrikt,204,1,Larvik,23260p-0,politi mottok melding om to person som løp på jernbanelinjen. patrulj fikk kort tid ett kontroll på de to. den ene av de to var skad ett å ha falt ned fra en jernbanebro rett forut for patrulj ankom stedet. ukjent skadeomfang. hent av ambulanse.,2023-06-06 23:33:37.990620900+00:00,
1477,73,23hg85,Møre og Romsdal Politidistrikt,208,8,Rauma,23hg85-0,"i forbind med søk ett savn kvinn i områd romsdalsegg - venjedalen, oppfordr politi privatperson som har hytter/sel i nærområd om å foret en kontroll. kvinn ble sist observer torsdag ...",2023-10-24 13:52:22.205526700+00:00,
1478,1447,23xfwn,Troms Politidistrikt,211,2,Tromsø,23xfwn-0,det har i natt blitt utløst tre falsk brannalarm i studentbo i strandveg . ved sist alarm ble hel bygg evakuert. brannmannskap har nå hatt en alvorsprat med de evakuer idet det vist seg at også den sist alarm var falsk.,2023-10-15 03:52:37.847347900+00:00,
1481,4110,23745q,Sør-Øst Politidistrikt,204,11,Sandefjord,23745q-0,: nødetat er på vei til vesterøya. en båt har kantr ca m ute i fjorden. det var en person i båten. person ligg nå i vann og hold seg fast i båten. redningsskøyt og redningshelikopt er også på vei. oppdateres.,2023-09-28 09:39:24.169477600+00:00,
1487,600,23z9dv,Agder Politidistrikt,205,4,Birkenes,23z9dv-0,ens bil ut av veg på stedet. en person i bilen. før er ved bevisst men er eldr og har problem med å gjør red for seg. nødetat på veg til stedet.,2023-10-20 17:10:51.895873700+00:00,
1497,4501,230gmt,Vest Politidistrikt,207,12,Øygarden,230gmt-0,person slått til fler person på stedet. fremstår som tilfeld ofre. gjerningsperson pågrep og sett i arrest.,2023-09-25 19:24:28.956928400+00:00,
1498,13451,23s6rs,Nordland Politidistrikt,210,0,Vefsn,23s6rs-0,denn melding har blitt trukket.,2023-07-25 18:49:20.217039800+00:00,
1501,6712,23m6jv,Agder Politidistrikt,205,2,Kristiansand,23m6jv-0,kl. . melding om at ungdomm på el-sparkesykkel har kast en handlevogn på en kvinn som går tur med barnevognen. barnevogn ble truff med barn i vognen. politi har lett i områd ett de aktuell uten resultat. ikk meld om noen skad på personer.,2023-09-11 11:10:25.687755100+00:00,
1510,2522,23zpf4,Agder Politidistrikt,205,13,Lindesnes,23zpf4-0,"melding om skadeverk på bygg i sentrum. vi har vært på stedet, knust vindu i nedlagt butikklokale. fremstår ikk som om noe er stjålet. eier sikr selv bygget.",2023-10-08 09:06:13.579915400+00:00,
1513,11849,239kz0,Nordland Politidistrikt,210,12,Bodø,239kz0-0,en person slått/spark slik at han ble bevisstløs. politi på sted og pågrep en mistenkt. fornærm blir tatt hånd om av helsevesenet.,2023-08-08 01:14:49.568093900+00:00,
1517,14064,239697,Trøndelag Politidistrikt,209,4,Steinkjer,239697-0,melding om trafikkulykk på e ved rungstadvatnet. lastebil og personbil involvert. til samm person involvert. nødetat på vei. melding oppdateres.,2023-07-21 06:54:15.201599+00:00,
1519,12659,23w0tv,Vest Politidistrikt,207,7,Kvam Herad,23w0tv-0,"kl. :. melding om savn barn på ein badeplass i norheimsund. politi varsl umiddelbart hrs og andr naudetatar, som var på stad ett kort tid. det pågjekk då leiting i vatnet. eit barn vart funn bevisstlaus und vann ett kort tid.",2023-08-01 14:10:27.794688400+00:00,
1521,533,2377ng,Vest Politidistrikt,207,12,Bergen,2377ng-0,kl : rus mann i -år innsett i arrest ett å ha slått ned ein mann. ing skadde. mistenkt var forut for hending vist bort av politi ett å bråk inn på ein utestad. blir meld for vald og for å ikkj ha rett seg ett pålegg til politiet.,2023-10-21 04:08:59.779537500+00:00,
1534,6822,23zq3d,Sør-Øst Politidistrikt,204,12,Tønsberg,23zq3d-0,politi etterforsk en voldshend som har skjedd i det offent rom. ei jent skal vær bank opp av fler andre. samt er i tenår og lokal ell fra nabokommunene. ei fremstår skad og er på legevakt. patrulj undersøk hend nå.,2023-09-10 15:45:54.546072900+00:00,
1537,16812,23blj4,Sør-Øst Politidistrikt,204,4,Hole,23blj4-0,"nødetat er på vei til sted ett melding om en trafikkulykke. bil involvert, påkjøring bakfra. en person har smert i nakken, en ann person har vond i en arm. oppdateres.",2023-06-13 15:01:57.645214+00:00,
1541,10564,231685,Troms Politidistrikt,211,12,Tromsø,231685-0,en berus mann i -år slo til en vekt på et utested. vekt vil anmeld forholdet. politi har bortvist mann fra sentrum rest av natten.,2023-08-16 23:54:09.875037400+00:00,
1545,11279,23w9lc,Nordland Politidistrikt,210,1,Alstahaug,23w9lc-0,politi kan meld om en ordensmess rol aften. god stemning og lit å gjøre. et par overstad berus person utenfor festivalområd bortvist fra stedet.,2023-08-11 23:33:39.235109600+00:00,
1559,11000,23knt7,Trøndelag Politidistrikt,209,0,Trondheim,23knt7-0,kl. melding om pågå sykkeltyveri ved rosendal - patrulj har kontroll på forment gjerningsmann - god meld inn til oss.,2023-08-13 21:25:10.433395+00:00,
1562,6920,2377q5,Trøndelag Politidistrikt,209,12,Trondheim,2377q5-0,"to menn involver i slagsmål i midtbyen. ing personskade, men et par brill ble knust. patrulj opprett sak.",2023-09-10 01:22:07.201915800+00:00,
1569,17021,23d0px,Sør-Øst Politidistrikt,204,4,Horten,23d0px-0,"melding om trafikkulykk mellom to kjøretøy i nær av skoppum jernbanestasjon. kjøretøy har front kollider - ing i bil er fastklemt, men bil står midt i vegbanen. nødetat rykk ut. oppdateres.",2023-06-08 15:18:58.315955400+00:00,
1574,5712,23l6p9,Sør-Øst Politidistrikt,204,5,Skien,23l6p9-0,politi og ambulans har rykk ut ett melding om trafikkulykk der kjøretøy er involvert. det er uvisst om det er personskader.,2023-09-17 14:04:57.821355100+00:00,
1584,8460,231k8k,Agder Politidistrikt,205,6,Vennesla,231k8k-0,"kl , melding om pågå innbrudd i butikk i sentrum. patrulj har søkt i området, uten resultat. sak opprettes.",2023-08-31 04:12:34.159545500+00:00,
1598,6244,23rv44,Trøndelag Politidistrikt,209,10,Verdal,23rv44-0,nødetat vil i kveld gjennomfør en størr plivo-øv på verdal. til informasjon til befolkning med tank på at det er mang kjøretøy fra nødetat samlet.,2023-09-14 13:53:23.065647900+00:00,
1601,16480,23w9vf,Sør-Øst Politidistrikt,204,1,Drammen,23w9vf-0,: politi fikk melding om en person som ble observer med pistol lign tilstand. ing trussel situasjon innledningsvis. politi har kontroll på to person og en softgun. vi undersøk sak videre.,2023-06-20 09:28:38.416287300+00:00,
1606,14672,236rrp,Agder Politidistrikt,205,1,Tvedestrand,236rrp-0,båtfør tatt for kjøring i påvirk tilstand. politi opprett sak.,2023-07-15 22:42:16.257438+00:00,
1610,14448,237lkr,Møre og Romsdal Politidistrikt,208,0,Molde,237lkr-0,politi fikk melding om innbrudd i en bil i mold sentrum. da politi ankom sted fant de han som hadd utført innbrudd sov bak bilen. han hadd tyvegods i en bag. dett ble lever tilbak til bileier. mann i slutt av åren hjemmehør i molde.,2023-07-17 17:11:55.979245400+00:00,
1616,16341,238kgd,Sør-Øst Politidistrikt,204,1,Holmestrand,238kgd-0,": melding om mul fyllekjøring med båt og en båt som kjørt i ring uten fører. politibåt ble send til stedet. fler båtfører ble sjekket, ing mistank om promille, men en før ble ilagt et forenkl forelegg for mangl bruk av vest.",2023-06-23 22:08:31.695979400+00:00,
1622,10436,23d5gd,Agder Politidistrikt,205,12,Kristiansand,23d5gd-0,kl. melding om slagsmål i kiosk. politi innbring og anmeld en mann i åren for ikk å etterkomm politi pålegg.,2023-08-18 01:00:58.116954400+00:00,
1625,2777,23q502,Innlandet Politidistrikt,203,6,Ringsaker,23q502-0,"sentrum kl. : meld om ""sjokkbrekk"" i en urmak optik forretning i sentrum. det er observer en hvit eldr golf med svart tak i forbind med dette. kan vær en cabriolet. tip ønskes.",2023-10-07 06:14:49.659579700+00:00,
1629,1537,23g8m6,Vest Politidistrikt,207,1,Bergen,23g8m6-0,"kl : veiten, berus mann lag bråk utenfor et utested. etterkom ikk politi pålegg om å forlat stedet, han var kranglet og lit samarbeidsvillig. innsatt i drukkenskapsarrest. sak opprettet.",2023-10-14 23:21:00.484567+00:00,
1631,8022,23l4dw,Innlandet Politidistrikt,203,1,Lillehammer,23l4dw-0,"politi kjør en mann i åren inn i arrest for å sov ut rusen. han har ikk gjort noe galt, men er så berus at han ikk kan ta var på seg selv.",2023-09-03 01:11:11.808942800+00:00,
1633,2717,23pqh6,Nordland Politidistrikt,210,4,Sørfold,23pqh6-0,"melding om en bil som har kjørt av veien på e, rett nord for straumen. to person i bilen. de hevd seg uskadd. nødetat er på tur. oppdater her.",2023-10-07 13:37:42.366030100+00:00,
1642,7794,23pxrk,Sør-Øst Politidistrikt,204,5,Jevnaker,23pxrk-0,": nødetat på sted ett melding om atv som har kjørt i grøfta. to person involvert, følg opp av helsepersonell. ukjent skadegrad. politi undersøk omstendighetene. sak opprettes.",2023-09-04 20:41:25.342384900+00:00,
1643,8733,238gvw,Sør-Øst Politidistrikt,204,4,Sandefjord,238gvw-0,politi og ambulans har rykk ut til en trafikkulykk mellom kjøretøy og elektrisk rullestol. vi oppdater når vi ankomm stedet.,2023-08-29 09:19:37.439151100+00:00,
1652,12200,23xfzw,Agder Politidistrikt,205,4,Flekkefjord,23xfzw-0,"politi og brannves i kontakt med båtfør ved uenesodden, ett melding om at båt skal ha kjørt på land ved raudlibukt og kjørt vider i etterkant. det er mistank om at båtfør er påvirket, og det vil sikr blodprøve.",2023-08-05 12:24:54.410957600+00:00,
1655,14720,23fn0n,Sør-Øst Politidistrikt,204,5,Hjartdal,23fn0n-0,: melding om trafikkulykk i områd v nr . bil involvert. skal vær en påkjørsel bakfra. trafikk står stille. fremstår ikk som en alvor ulykke. nødetat på vei. oppdateres.,2023-07-15 16:59:22.185214200+00:00,
1659,41,233z1l,Møre og Romsdal Politidistrikt,208,4,Stranda,233z1l-0,naudetat er i bygdaveg ett melding om trafikkulykke. ein bil har køyrd av veg og inn i ein murkant. vert oppdatert.,2023-10-25 00:57:19.039452800+00:00,
1667,11482,231xtb,Sør-Øst Politidistrikt,204,5,Larvik,231xtb-0,nødetat er på e bommestad nordgå retning ett melding om trafikkulykk med bil og bobil involvert. ett felt er stengt pr-.nå. oppdateres.,2023-08-10 14:14:38.735166200+00:00,
1683,14661,2307pp,Sør-Øst Politidistrikt,204,7,Kragerø,2307pp-0,operasjonssentral mott melding om en fritidsbåt som har gått på et skjær/holme. omfang er pr nå usikker - men nødetat iverksett tiltak ett gjeld planverk. vi oppdater så raskt vi har mer info.,2023-07-15 23:34:24.124553400+00:00,
1692,15070,23qq0s,Trøndelag Politidistrikt,209,1,Stjørdal,23qq0s-0,politi har kontakt med en person som har en skad i hånda. han blir frakt slik at han får helsehjelp. uvisst per nå hvordan han har fått denn skaden.,2023-07-13 09:15:57.393310400+00:00,
1693,5035,23blxn,Sør-Øst Politidistrikt,204,1,Skien,23blxn-0,": politipatrulj påtraff en tenåring i sentrum, som var i besitt av kniv. han ble fratatt kniv og anmeld for bæring av kniv på offent sted.",2023-09-22 16:42:18.335559200+00:00,
1698,1243,234t2b,Nordland Politidistrikt,210,4,Lødingen,234t2b-0,ambulans og politi rykk ut til trafikkulykke. en bil har kjørt i grøfta. kun før i bilen. før er våk og bevisst. oppdater her.,2023-10-16 13:44:29.909247900+00:00,
1707,12971,23wdxq,Nordland Politidistrikt,210,4,Sømna,23wdxq-0,melding om trafikkulykke. en bil involvert. trafikal problem på stedet. nødetat på vei til stedet. oppdater her.,2023-07-29 13:36:22.581697100+00:00,
1711,11042,2361n1,Sør-Øst Politidistrikt,204,5,Tønsberg,2361n1-0,nødetat er på sted ett melding om trafikkulykk på stedet. påkjørsel bakfra. det er nedsatt hast i nordgå løp.,2023-08-13 14:51:18.035901200+00:00,
1720,11891,23ls5t,Trøndelag Politidistrikt,209,0,Trondheim,23ls5t-0,"vekt tok kontakt med person som akkurat hadd stjål på et kjøpesenter. vekt ble da truet med en kniv, hvorpå tyv stakk fra stedet. patrulj bevæpn seg, fikk kontroll på tyven, som nå er satt i arrest.",2023-08-07 16:03:57.253217400+00:00,
1721,4324,23n8fn,Sør-Øst Politidistrikt,204,0,Midt-Telemark,23n8fn-0,denn melding har blitt trukket.,2023-09-26 22:49:56.655220900+00:00,
1723,6681,23g4b7,Vest Politidistrikt,207,4,Aurland,23g4b7-0,kl : nødetat rykk ut ett melding om størr stein og jordr over e. ing opplysning om at kjøretøy er tatt.,2023-09-11 14:59:51.454420700+00:00,
1726,16544,23b036,Sør-Øst Politidistrikt,204,1,Sandefjord,23b036-0,"nødetat rykk ut til industriområd på borgeskog da det er meld om arbeidsulykke. en mann har fått hånd i en kvern. det er alt vi har til nå, men blir oppdater når nødetat er fremme.",2023-06-19 10:31:14.719148100+00:00,
1729,9038,23q9p6,Agder Politidistrikt,205,12,Kristiansand,23q9p6-0,"person slått ned ved rutebilstasjonen, politi og ambulans på vei til stedet.",2023-08-27 00:12:47.015858700+00:00,
1730,8900,23rgvn,Trøndelag Politidistrikt,209,9,Levanger,23rgvn-0,"på ronglan er det en som savn geitebukk sin. gir meg person assosiasjon til ""en glad gutt"" av bjørnstjern bjørnson. håp bukk også i dett tilfell komm hjem til rett eier. om noen ser den, ring .",2023-08-27 21:12:03.129851800+00:00,
1732,12552,23ccm4,Trøndelag Politidistrikt,209,5,Levanger,23ccm4-0,melding om trafikkulykk på fv ved sætersmyra. bil som skal ha kjørt inn i bakend på bil som stod på veien. nødetat på vei.,2023-08-02 14:18:18.215596400+00:00,
1735,4873,23f5zh,Agder Politidistrikt,205,5,Evje og Hornnes,23f5zh-0,kl. . melding om trafikkulykk på fv ved lislevann. en bil skal ha kjørt ut. all som var i bil er ute. ukjent skadeomfang. nød etat på vei. oppdater når vi er fremm og fått oversikt.,2023-09-23 13:31:09.936302700+00:00,
1743,14361,23tb3b,Sør-Øst Politidistrikt,204,0,Kragerø,23tb3b-0,kl : - politi har vært på en byggeplass ett melding om at det har vært innbrudd. hend har skjedd i løp av natt og det er borttatt verktøy fra stedet. politi har gjennomført en åstedsundersøk og opprett sak på forholdet.,2023-07-18 11:43:20.438956+00:00,
1744,10750,231h97,Agder Politidistrikt,205,0,Kristiansand,231h97-0,politi rykk ut til rona. bilei observer sin stjåln bil parker ved ron sent og før går fra bilen. politi har kontroll på en person.,2023-08-15 14:43:27.852127400+00:00,
1756,12897,239d42,Sør-Øst Politidistrikt,204,6,Lier,239d42-0,: melding om mann som snok rund et hus og hadd brekkjern i hånda. politi til stedet. mann hadd ikk brutt seg inn. han hadd forsvunn fra stedet. ikk funn han igjen.,2023-07-30 01:34:47.213286500+00:00,
1766,14859,23chw6,Sør-Øst Politidistrikt,204,6,Kragerø,23chw6-0,: innbrudd i båt. patrulj har vært og undersøkt. uvisst om noen er stjålet. rot en del i båten. ing stor skad på båten. skal ha hend sist døgn. politi opprett sak.,2023-07-14 17:03:10.436937600+00:00,
1769,6410,2367sx,Øst Politidistrikt,202,4,Vestby,2367sx-0,trafikkulykk der motorsykkel og sykkel er involvert. syklist fremstår som letter skadet. nødetat på stedet.,2023-09-13 14:19:58.033666+00:00,
1778,16381,231h5g,Sør-Øst Politidistrikt,204,6,Tønsberg,231h5g-0,kl : melding om en ukjent mann i stuen til melder. mann hadd knust en rut for å komm seg inn og derett sovn på sofaen. mann er godt kjent av politiet. pågep og kjørt arrest.,2023-06-23 07:16:32.382862900+00:00,
1779,13582,23gpfq,Nordland Politidistrikt,210,5,Brønnøy,23gpfq-0,melding om trafikkulykk ved kryss skilleveien/eideveien. utforkjøring med lett mc. ing andr skal vær involvert. ambulans akkurat fremm på stedet. før av mc fremstår som uskadet.,2023-07-24 16:31:35.117803900+00:00,
1781,14725,23qf0g,Agder Politidistrikt,205,5,Kristiansand,23qf0g-0,"nødetat rykk ut til trafikkulykk i voielia. en bil har kjørt utfor veien og truff en mur. to person involvert, begg er ute av bilen. oppdateres.",2023-07-15 16:35:43.293650400+00:00,
1782,1170,23qcfq,Øst Politidistrikt,202,6,Nesodden,23qcfq-0,oppdag innbrudd i lokal til bakkeløkk skole. stjål blant ann fler skole-pc `er. politipatrulj vil gjennomfør åstedsundersøk og opprett sak.,2023-10-17 08:17:56.952466900+00:00,
1799,16332,23t8xp,Sør-Øst Politidistrikt,204,1,Horten,23t8xp-0,": politibåt kom over en båt hvor fører, en mann i årene, ikk var edru. han blåst til godt over lov verdi. han fremstill for nødvend prøv og anmeldes.",2023-06-23 23:45:59.048017800+00:00,
1802,534,23w41b,Vest Politidistrikt,207,1,Bergen,23w41b-0,kl : politi kontroller mann i -år som blir meld for bæring av kniv på offent stad. observasjon av mann med kniv framme/syn vart gjort eit kvart tidlegare. ikkj brukt kniv til å trua med. mann vist bort frå berg sentrum.,2023-10-21 03:56:23.854264100+00:00,
1809,14845,23jr7p,Sør-Øst Politidistrikt,204,0,Tønsberg,23jr7p-0,: politi stopp en mann i åren fra tønsberg. han var rus und kjøring. prøv blir tatt. funn av narkotik i bilen. mann hadd hell ikk gyld førerkort. sak opprettes.,2023-07-14 18:45:05.678191900+00:00,
1810,11997,238dsl,Vest Politidistrikt,207,4,Kvam Herad,238dsl-0,kl. .: meld om brann i bobil i tunnelen. lik ett ble brann meld slukket. tunnel er stengt og nødetat er på vei.,2023-08-06 14:28:53.939409900+00:00,
1812,13874,23z4p1,Møre og Romsdal Politidistrikt,208,4,Volda,23z4p1-0,melding om trafikkulykk på fylkesveg . ein motorsyklist har køyrd ut av vegen. nødetat rykk ut til stedet. skal ikkj ver alvor personskade. sak vert oppdatert.,2023-07-22 17:10:23.742521300+00:00,
1813,9982,23xxgb,Agder Politidistrikt,205,0,Grimstad,23xxgb-0,politi har stopp en bil hvor før framstår som ruset. til legevakt for blodprøv og det opprett sak.,2023-08-20 18:44:21.750540100+00:00,
1820,17040,23fxs9,Sør-Øst Politidistrikt,204,1,Bamble,23fxs9-0,"kl. : i løp av natt har noen begått skadeverk på fler anleggsmaskin på stedet. patrulj har vært på stedet, og sikr dokumentasjon og opprett sak på forholdet.",2023-06-08 08:49:28.274764100+00:00,
1843,5246,23qp4l,Troms Politidistrikt,211,12,Tromsø,23qp4l-0,lik ett klokk fikk politi melding slåssing inn på et utested. patrulj og en ambulans har vært på stedet. en mindr skad ble undersøkt av ambulanse. politi opprett sak og tatt noen avhør før på stedet. ing pågrepet.,2023-09-20 22:42:00.258807800+00:00,
1863,12928,239cm3,Nordland Politidistrikt,210,10,Evenes,239cm3-0,markomeannufestival forløpt uten hend av noe slag. meld om god stemning.,2023-07-29 22:54:23.311797500+00:00,
1865,15387,23mdpx,Møre og Romsdal Politidistrikt,208,4,Vestnes,23mdpx-0,vi er på e ved rundkjøring inn mot furn fergekai. vært en diesellekkasj fra et vogntog. trol lekkasj fra henger og et aggregat. brannvesen er på sted og har på pulver. det er noen dieselspor på vegban som gjør det glatt enkelt steder.,2023-07-10 10:16:43.678249700+00:00,
1866,10223,23jt3n,Agder Politidistrikt,205,5,Froland,23jt3n-0,nødetat rykk ut på melding om mc som har velt på bøylestadveien.,2023-08-19 12:05:59.723390400+00:00,
1872,11632,2373s8,Sør-Øst Politidistrikt,204,5,Drammen,2373s8-0,politi rykk ut til trafikkulykk med bil involver i kryss rosenkrantzgat / traverveien. oppdateres.,2023-08-09 14:10:10.356430100+00:00,
1880,12163,239tzh,Trøndelag Politidistrikt,209,12,Trondheim,239tzh-0,en kvinn i åren har slått en ann kvinn på torget. hun ble bortvist fra torg i timer. vi kom ikk i kontakt med den fornærm parten.,2023-08-05 16:31:26.155328700+00:00,
1882,7312,231w3g,Øst Politidistrikt,202,0,Sarpsborg,231w3g-0,fikk meld fra observant vitn om at noen opphold seg ved contain anlegg og klipt låser. patrulj var raskt fremm og person stakk til fot før vi fikk stans de.,2023-09-08 01:19:34.320276900+00:00,
1884,13435,23qbnd,Sør-Øst Politidistrikt,204,11,Færder,23qbnd-0,kl : - politibåt kontroller en fritidsbåt ført av en gutt i tenårene. gutt mistenk for kjøring i alkoholpåvirk tilstand. han ble fremstilt for prøvetaking og foresatt varslet. gutt blir anmeld for forholdet.,2023-07-26 00:10:42.854641800+00:00,
1885,2967,23g1ms,Agder Politidistrikt,205,0,Grimstad,23g1ms-0,vi foret åstedsundersøk ett melding om grovt tyveri fra bedrift. stjål divers verktøy fra en container/brakke.,2023-10-06 06:37:00.669117400+00:00,
1888,905,23k515,Agder Politidistrikt,205,1,Birkenes,23k515-0,kl. . melding om at en bøssebær som utg seg fra en frivil organisasjon har tatt kontakt på privat adresse. ønsk å få oppgitt kontonumm når de spurt om penger. ikk oppgi dett til noen.,2023-10-18 20:13:51.537533600+00:00,
1891,6652,23wq67,Agder Politidistrikt,205,12,Lyngdal,23wq67-0,nødetat er på sted ett melding om at en person kan vær slått ned. uavklart hendelsesforløp og skadeomfang pr.nå. politipatrulj har kontroll på to person som mistenk for å ha vært involver i forholdet.,2023-09-11 18:18:02.819006300+00:00,
1896,3043,23djkt,Agder Politidistrikt,205,9,Valle,23djkt-0,kl . politi har fått melding om at det befinn seg en påfugl utenfor et hus ikk langt utenfor sentrum. politi kan kontakt dersom noen savn en slik fugl.,2023-10-05 16:10:53.621909900+00:00,
1899,2137,23v974,Øst Politidistrikt,202,5,Ullensaker,23v974-0,nødetat rykk ut ett melding om trafikkulykke. bil involvert.,2023-10-11 12:19:25.354967+00:00,
1900,14568,2327x0,Trøndelag Politidistrikt,209,4,Steinkjer,2327x0-0,"ett fler melding om ansamling av ungdom på åsted for dødsulykk .. og far trafikal situasjon som følg av dette, er hast satt ned fra til km/t. forbi åstedet. politi ber trafikant vær oppmerksom på dette.",2023-07-16 13:50:53.100258500+00:00,
1903,5174,23sqt0,Sør-Øst Politidistrikt,204,1,Ringerike,23sqt0-0,: politi og brannvesen er på sted ett melding om et tre som har falt over en omsorgsbolig. ikk opplysning om personskade. seks boen er evakuer inntil videre.,2023-09-21 13:20:12.561232300+00:00,
1906,3261,231dvk,Trøndelag Politidistrikt,209,12,Trondheim,231dvk-0,politi har rykk ut til en adress på elgeset der det er melding om utøvd vold med en gjenstand mellom fler personer. politi er bevæpn og har nå kontroll på personer. ing er alvor skadd. hend har skjedd innendørs. oppdateres.,2023-10-04 10:01:38.250328600+00:00,
1912,11052,233n2v,Sør-Øst Politidistrikt,204,5,Lier,233n2v-0,bil har kollider i nordgå løp. påkjørsel bakfr ett at den først bil stans i køen. ing personskad - løs ved skademelding.,2023-08-13 13:30:39.453657700+00:00,
1918,8400,235wws,Sør-Øst Politidistrikt,204,12,Sandefjord,235wws-0,"politi etterforsk en voldshend som skjedd på sted ved -tiden. det er lokal ungdomm i tenår som er involvert. en person er kjørt akuttmottaket, politi kjenn ikk skadestatus pr nå. vi avhør person og undersøk omstendighetene.",2023-08-31 16:52:24.794384500+00:00,
1922,7144,23b59l,Agder Politidistrikt,205,2,Kristiansand,23b59l-0,det er gjennomført knivaksjon i sentrum. person er kontroller - ing overtredelser.,2023-09-08 23:14:24.307015200+00:00,
1924,8927,23q07z,Sør-Øst Politidistrikt,204,4,Drammen,23q07z-0,"politi rykk ut ett melding om trafikkulykk på stedet. en lett-mc med to person har kjørt ut. ukjent skadegrad, men begg er våkne. oppdateres.",2023-08-27 14:54:21.574788800+00:00,
1928,7493,232g4v,Trøndelag Politidistrikt,209,9,Trondheim,232g4v-0,politi har mottatt melding om en grønn papegøy med rød buk og noe gult på hod som har tatt tilhold på bankplass i trondheim sentrum. papegøy beskriv som litt folkesky.,2023-09-07 08:03:27.076180+00:00,
1933,5101,231nbv,Vest Politidistrikt,207,13,Bergen,231nbv-0,politi rykk ut til mann som slo i vindu på taxi. vindu knuste. taxisjåfør fulgt ett mannen. politi har kontroll på gjerningsmann.,2023-09-21 22:53:20.874994400+00:00,
1940,6603,23g9w7,Sør-Øst Politidistrikt,204,6,Ringerike,23g9w7-0,: fikk vi melding om at en kvinn hadd komm over en fremmed dam inn i hus sitt. dam løp fra stedet. hun hadd stjål med seg lommebok og bilnøkler. politi har vært på sted og påtraff mistenkt dam i nærheten.,2023-09-12 08:52:05.272502100+00:00,
1945,2143,23wjbf,Øst Politidistrikt,202,5,Frogn,23wjbf-0,nødetat er på vei til drøbak ett melding om trafikkulykke. bil mot sparkesykkel. sparkesyklist mul skad i fot.,2023-10-11 11:49:34.409394300+00:00,
1948,5656,23kzbx,Møre og Romsdal Politidistrikt,208,1,Molde,23kzbx-0,"melding om vold fra en privat adresse. en mann opplys at han er blitt slått av en nabo. patrulj har rykk ut til stedet, og tar avhør. sak opprettes.",2023-09-18 03:08:26.663812900+00:00,
1952,7944,2330v2,Troms Politidistrikt,211,12,Karlsøy,2330v2-0,politi fikk i går kveld melding om en grov voldssak på hansnes. fornærm ble kjørt til unn for behandling. politi har gjennom natt og dag etterforsk sak og to person er pågrepet.,2023-09-03 16:55:38.648857700+00:00,
1966,3501,238bdw,Agder Politidistrikt,205,6,Grimstad,238bdw-0,politipatrulj har foretatt åstedsundersøk ett melding om innbrudd og tyveri fra båt. er stjål en kartplotter.,2023-10-02 10:25:00.095266700+00:00,
1982,6448,23zw2p,Øst Politidistrikt,202,1,Ullensaker,23zw2p-0,politi har pågrep et crewmedlem på oslo lufthavn grunn mistank om alkoholberuselse. blir fremstilt for utåndingsprøv i arresten.,2023-09-13 11:28:56.881681+00:00,
1992,9458,236q68,Sør-Øst Politidistrikt,204,4,Flesberg,236q68-0,"nødetat rykk ut til melding om trafikkulykk mellom personbil og bobil. airbagg utløst på personbil. person involvert. skadeomfang på de er ukjent, men all er ute av kjøretøyene. oppdateres.",2023-08-24 12:55:00.294858800+00:00,
2003,14191,23704t,Øst Politidistrikt,202,5,Indre Østfold,23704t-0,"kl .: melding om trafikkulykk på heensvei mellom personbil og en elg. stor materiell skad på bil, mindr skad på en person. elg død på stedet. nødetat er ferd på stedet. før av bil kjør til kaln for mul armbrudd.",2023-07-19 22:16:01.178844100+00:00,
