parent_id,district,districtId,label,municipality,message_id,text,createdOn
23t1jd,Agder Politidistrikt,205,1,Kristiansand,23t1jd-0,"Bilfører anmeldt for kjøring uten gyldig førerkort, forholdet fant sted i sentrum. ",2023-08-27T02:19:25.227772+00:00
23t1l4,Sør-Øst Politidistrikt,204,1,Tønsberg,23t1l4-0,UP målte et kjøretøy til 145 km/ t i 70-sonen. Fører - en lokal mann i 30-årene erkjente forholdet på stedet. Førerkortet beslaglagt og sak opprettet. ,2023-08-30T19:09:08.2942361+00:00
23t1pw,Innlandet Politidistrikt,203,5,Gjøvik,23t1pw-0,"Kl 0319. Meldt om slagsmål utenfor serveringssted. Politiet har skilt partene, ingen personer skadd. De involverte bortvises fra sentrum, ikke kjent om de vil anmelde hverandre.",2023-09-17T01:49:27.9432365+00:00
23t1q4,Trøndelag Politidistrikt,209,1,Stjørdal,23t1q4-0,"Nødetatene har rykket ut til trafikkulykke på Stjørdal, to biler involvert, formentlig påkjørsel bakfra. ingen personskade. Politiet oppretter anmeldelse.",2023-10-04T13:11:37.5282319+00:00
23t1sg,Trøndelag Politidistrikt,209,5,Trondheim,23t1sg-0,"Meget beruset mann i 20-årene funnet liggende på flytebrygge i Nidelva. Han trodde han var i Tønsberg, men ble geleidet inn på hotellet hvor han bodde - i Trondheim - heldigvis før han havnet i vannet. Takk til observant melder!",2023-07-21T22:20:53.6218996+00:00
23t1sx,Innlandet Politidistrikt,203,1,Nord-Aurdal,23t1sx-0,kl. 1445: Meldt om trafikkulykke. En bil av vegen. 2 personer involvert. Begge ute av bilen. Ukjent skadegrad. Nødetater på veg.,2023-10-07T13:20:51.561245+00:00
23t20z,Vest Politidistrikt,207,6,Bergen,23t20z-0,"Meld om vald mellom 2 ungdommar og ein vaksen person.
Politiet på staden og i kontakt med partane. Ambulanse er og på staden for tilsyn av ein som har kutt i hovudet. 
 i samband med hendinga er ein ung mann pågrepen og settes i arrest.",2023-09-04T18:06:32.2014156+00:00
23t218,Møre og Romsdal Politidistrikt,208,1,Molde,23t218-0,I forbindelse med trafikkuhellet ble en person kjørt til Molde sykehus med smerter i rygg. Vegbanen er nå åpnet. Politiet oppretter sak.,2023-08-02T20:38:38.985641+00:00
23t21h,Agder Politidistrikt,205,1,Lillesand,23t21h-0,Politiet har stoppet en bil hvor fører mistenkes for å kjøre i ruset tilstand. Til legevakt for blodprøve. Fører har heller ikke førerkort . Politiet oppretter sak.,2023-10-01T09:05:28.1404096+00:00
23t23f,Vest Politidistrikt,207,2,Alver,23t23f-0,"Meldt om brann i einebustad kl 0359, brannen meldt sløkt kl 0435. Ikkje meldt om personskadar eller sakna. Har brunne i stove-delen av huset.",2023-10-09T02:53:44.2490148+00:00
23t263,Trøndelag Politidistrikt,209,7,Steinkjer,23t263-0,"Nødetatene rykker ut til arbeidsulykke i en silo. En person har falt og er skadet.  Mann i 80-årene fraktes til SOH, skadegrad ukjent. Politiet etterforsker hendelsen på åstedet.",2023-09-01T15:01:07.4286924+00:00
23t267,Øst Politidistrikt,202,1,Ullensaker,23t267-0,"Kl. 0126 får politiet melding om ""en guttegjeng"" som kjører rundt med en traktor på Jessheim. Politiet får stoppet traktoren etter en kort kjøretur. Traktor stjålet fra en anleggsplass like ved. Fører av traktor en ung gutt fra Ullensaker. Forts. Fører anmeldes for kjøring i påvirket tilstand, kjøring uten gyldig førerkort og tyveri av motorvogn.",2023-07-28T00:28:18.6988418+00:00
23t26p,Sør-Øst Politidistrikt,204,4,Horten,23t26p-0,"Nødetatene har rykket ut til en trafikkulykke mellom mc og syklist - tre personer skal være involvert. Oppdateres.  MC fører har veltet og sklidd inn i syklisten og veltet. Veien er delvis sperret. En person blir sett til av ambulansepersonell. Politiet etterforsker hendelsen på stedet nå. En av syklistene, en lokal mann i 50-årene blir kjørt sykehus i ambulanse - ukjent skadegrad for politiet. MC fører - en lokal mann i 30-årene har fått status som mistenkt for hendelsen, blir avhørt nå. Vi har avsluttet på stedet. Førerkortet til mc fører ble ikke beslaglagt. Patruljen har opprettet sak.",2023-10-12T14:52:39.9022527+00:00
23t28t,Agder Politidistrikt,205,3,Kristiansand,23t28t-0,Kl 1047. Politiet har pågrepet en person på Dvergsnes. Han ble pågrepet i det han mest sannsynlig var i ferd med å stjele en båt. Det er funnet en annen båt ikke langt unna som fremstår som den er stjålet. Det jobbes nå med å komme i kontakt med eier av denne. ,2023-08-01T09:46:44.2762715+00:00
23t2c0,Møre og Romsdal Politidistrikt,208,1,Hareid,23t2c0-0,"Fartskontroll. Resultat i 50 kmt sonen var to forenklede forelegg.
Resultat i 60 kmt sonen var tre forenklede forelegg og et førerkortbeslag. Høyeste hastighet var 88 kmt.",2023-09-06T21:54:06.5112013+00:00
23t2gj,Trøndelag Politidistrikt,209,3,Ørland,23t2gj-0,"Politiet fikk kl. 0815 melding om innbrudd hos en sjømatprodusent på Valsneset, Bjugn, som skal ha skjedd mellom 11. - 13. oktober. Uvisst hva som er borttatt. Bedriften anmelder saken.",2023-10-16T06:25:04.9815829+00:00
23t2gr,Innlandet Politidistrikt,203,12,Øyer,23t2gr-0,Politiet med flere har lett etter et barn som var savnet i området. Barnet har kommet til rette. Søk avsluttet.,2023-09-09T15:00:49.3551729+00:00
23t2ks,Troms Politidistrikt,211,5,Tromsø,23t2ks-0,Rundt kl. 01 ble politiet tilkalt til et av byens utesteder pga. bråk og krangling. Ved patruljens ankomst var det stille og rolig. En mann i 40 årene fremstod kranglete og ufin og var uønsket på stedet så han ble bortvist fra stedet for resten av natten.,2023-10-14T04:58:10.38295+00:00
23t2v5,Troms Politidistrikt,211,1,Tromsø,23t2v5-0,En bil har kjørt veien på FV862. Det skal ikke være personskader. Vi er på stedet. Meldingen oppdateres. Oppdatering: Ingen personskader. Bileier ordner selv med bilberging. Sak opprettes.,2023-07-25T15:00:32.6289701+00:00
23t319,Møre og Romsdal Politidistrikt,208,5,Ålesund,23t319-0,2 menn i 20-årene er bortvist fra Ålesund sentrum etter å ha laget bråk utenfor et utested.,2023-10-22T01:23:14.6781791+00:00
23t31w,Sør-Øst Politidistrikt,204,11,Færder,23t31w-0,"09:55 Melding om drivende vannskuter. Vurdert til at det ikke er grunnlag for å iverksette noen redningsaksjon. Dreier seg om en Sea-Doo 400, blå og gul. Fortøyd til en brygge.",2023-08-09T08:12:53.0343781+00:00
23t33l,Vest Politidistrikt,207,8,Øygarden,23t33l-0,"Me leitar etter ein gut på fem år som har vore sakna ein times tid. 120 cm høg, svart hår, blå dongeri, Nike sko, svart hoodie/genser. Ring 02800 om du ser han. Frivillige og helikopter blir også sett inn i søket. Då er guten funnen av hundepatruljen til politiet, var på besøk i nabolaget.  Store ressursar av profesjonelle og frivillige var i opptrapping, me takkar for innsatsen!",2023-08-12T10:39:23.1284874+00:00
23t375,Sør-Øst Politidistrikt,204,5,Drammen,23t375-0,kl: 02:53 Mann i 20 årene ble bortvist fra sentrum for resten av natten. Mannen hadde vært kranglete på et utested.  ,2023-05-28T01:03:11.9835095+00:00
23t37m,Møre og Romsdal Politidistrikt,208,5,Ålesund,23t37m-0,Melding om at en person går i sentrum og roper og skriker. Patrulje til stedet. Mannen bortvist fra aktuelt område. Patruljen avslutter.,2023-09-16T05:12:42.5246948+00:00
23t39x,Sør-Øst Politidistrikt,204,1,Holmestrand,23t39x-0,kl 00:41 - E18 - UP kontrollerte en varebil ført av en mann i 30 årene. Mannen hadde ikke gyldig førerkort og mistenkes for alkoholpåvirket tilstand. Han ble fremstilt for prøvetaking og anmeldt for forholdene.,2023-06-10T23:36:21.8994279+00:00
23t3df,Vest Politidistrikt,207,0,Bergen,23t3df-0,"Magnus Barfots gate kl 0040: politiet er på stedet i forbindelse med en innbruddsalarm. En person ble påtruffet på innsiden av bygget, vi har kontroll på han. Innbruddstyven blir pågrepet og kjørt i arrest.",2023-09-20T22:57:55.3600286+00:00
23t3dz,Trøndelag Politidistrikt,209,1,Trondheim,23t3dz-0,Mann mistenkt for ruskjøring tatt med inn for blodprøvetaking.  Anmeldes også for kjøring uten gyldig førerkort.,2023-08-10T23:40:21.8051233+00:00
23t3l8,Nordland Politidistrikt,210,5,Bodø,23t3l8-0,En vekter på et hotell i sentrum ringte og ba om bistand da det hadde en vanskelig gjest. Gjesten var ikke lenger ønsket i hotellets bar da hun var beruset og vanskelig ovenfor de ansatte. Hun nektet å forlate stedet. Politiet til stedet.  Damen ble bortvist fra stedet frem til i morgen kl 0800. Hotellet vil anmelde henne for ordensforstyrrelse og trusler.,2023-10-19T00:22:46.6777211+00:00
23t3m1,Sør-Øst Politidistrikt,204,5,Horten,23t3m1-0,14:00 Politiet er på stedet etter melding om to uønskede gjester på et serveringssted. Begge var svært beruset og er kjørt vekk fra stedet av politiet. ,2023-08-03T12:16:43.7752711+00:00
23t3mh,Sør-Øst Politidistrikt,204,1,Drammen,23t3mh-0,"Nødetater er på vei til Brinchs Gate i Svelvik etter melding om kollisjon mellom en bilist og en syklist. Pr nå ukjent skadeomfang, syklisten er trolig ikke alvorlig skadet. Oppdateres. Brannvesenet har akkurat ankommet stedet. Det har vært et sammenstøt mellom en bil og en el-sparkesykkel. Pr nå ukjent årsak, skadegrad og hendelsessted. Oppdateres. Politiet har akkurat ankommet stedet. Fører av el-sparkesykkel har kjørt inn i siden på en bil. Det er små skader på bilen, fører av el-sparkesykkel er en mindreårig gutt. Gutten har vondt i et kne, han blir kjørt Drammen sykehus for ytterligere undersøkelser. Politiet er ferdig på stedet. Ingen sak opprettes, partene ordner opp seg imellom.",2023-10-16T19:01:57.5485286+00:00
23t3qt,Agder Politidistrikt,205,5,Kristiansand,23t3qt-0,Mann innbringes til arresten og anmeldes for ordensforstyrrelse etter å ha vært aggressiv inne på sykehuset. Ingen personer er kommet til skade.,2023-08-06T16:21:15.427732+00:00
23t3tt,Agder Politidistrikt,205,0,Kristiansand,23t3tt-0,Det har i løpet av natta vært innbrudd i restaurant - dør brutt opp. Uklart om noe er borttatt. Dette avklares når ansatte kommer på jobb i morges. Ikke meldt at noe er stjålet pr. nå. Bedriften anmelder forholdet.,2023-09-11T04:12:38.6027724+00:00
23t3vb,Sør-Øst Politidistrikt,204,5,Tønsberg,23t3vb-0,"Kl. 21:21 Mann i 20-årene forsøkt bortvist fra sentrum grunnet ordensforstyrrelser og beruselse. Klarte ikke å etterkomme dette og ble innbragt politiets arrest, og anmeldes.",2023-06-02T21:06:33.7714739+00:00
23t3wk,Innlandet Politidistrikt,203,1,Kongsvinger,23t3wk-0,"Utrykningspolitiet har hatt fartskontroll på E16, Masterudvegen. Utstedt 4 stk. forenklede forelegg i 80-sone. Høyeste hastighet målt til 94 km/t. Også utstedt 1 forelegg for bruk av mobil under kjøring. ",2023-09-14T13:35:36.5569426+00:00
23t40h,Vest Politidistrikt,207,6,Bergen,23t40h-0,Kl 1245: Mann kom inn på Legevakten med ambulansen. Truet lege med kniv. Personalet låste mannen inne på et pasientrom. Mannen pågrepet av politiet. Ingen er skadd. ,2023-09-23T11:08:06.2426453+00:00
23t42t,Sør-Øst Politidistrikt,204,2,Kviteseid,23t42t-0,kl 23:38 melding om brann i en badstue langs Vråliosvegen . Det var ingen i badstuen da brannen startet.  Det er ukjent årsak til brannen. Vi oppretter sak.,2023-07-04T22:21:57.8485504+00:00
23t49b,Sør-Øst Politidistrikt,204,1,Nore og Uvdal,23t49b-0,Melding om kjøretøy som har kjørt ut av veibanen - skal ligge ca 50 meter utenfor - nødetatene rykker ut - oppdateres.  Nødetatene har ankommet stedet. Luftambulansen var første enhet på stedet. Trafikkulykken fremstår svært alvorlig. Et kjøretøy og en person i bilen. Hendelsen har funnet sted på Tunhovdvegen ved Pollen. Oppdateres. Mann i 60 årene er bekreftet omkommet. Pårørende er varslet. Ulykkesanalysegruppa til Statens vegvesen har vært på stedet sammen med politiet. Ukjent årsak til utforkjøringen. Saken etterforskes videre.,2023-09-19T12:05:53.8299588+00:00
23t4dc,Sør-Øst Politidistrikt,204,4,Øvre Eiker,23t4dc-0,"kl 13:13 - FV2758 - Nødetater er på vei til stedet etter melding om en ulykke med en veivals. Valsen skal være veltet og en person satt inni da den veltet. Ingen er fastklemt og involvert person er bevisst. Oppdateres når nødetater ankommer.  Nødetater er på stedet. Maskinen har rullet ned en skråning på ca 2m. Maskinfører, mann i 60 årene undersøkes av ambulanse på stedet. Politiet undersøker hendelsesforløp. Det fremstår som vals har kjørt på kanten av gangstien og underlaget har gitt etter. Maskinfører kjøres akuttmottaket Drammen sykehus for undersøkelse. Arbeidstilsynet er varslet. Politiet avslutter på stedet og oppretter sak på forholdet.",2023-10-24T11:18:47.8403519+00:00
23t4hp,Nordland Politidistrikt,210,1,Hadsel,23t4hp-0,Nødetatene rykker ut til trafikkulykke på fv 82. En bil har kjørt av veien og ligger på siden i grøfta. En person i bilen. Oppdateres her når vi vet mer. Nødetatene er kommet til stedet. Veien er stengt. Nødetatene jobber med bil og fører nå. Pasienten ute av bil. Stabilisert og sendt med ambulanse til sykehus. Bilen er flyttet og det jobbes med å få åpnet veien igjen. Etterforsking startet.,2023-08-14T10:28:31.5681968+00:00
23t4lp,Trøndelag Politidistrikt,209,1,Grong,23t4lp-0,Melding om trafikkuhell på FV7040 i nærheten av Brautabergan. To kjøretøyer involvert. Nødetatene rykker ut.  Eksakt sted for ulykken er på FV760 ved Veiemsmoen. Stor skade på begge kjøretøy og ett kjøretøy er stengt.,2023-09-17T15:35:34.7208187+00:00
23t4n2,Sør-Øst Politidistrikt,204,2,Ringerike,23t4n2-0,23:23 - Politiet rykket ut til Hovsmarkveien etter melding om brann i et flagg. Fremme på stedet er flagget helt brent opp. Ukjent hva slags flagg som har brent. Politiet oppretter sak på forholdet. ,2023-06-16T21:45:07.0901669+00:00
23t4nf,Innlandet Politidistrikt,203,2,Østre Toten,23t4nf-0,"Kl. 1711: Nødetater rykket ut til privat adresse etter melding om røykutvikling i forbindelse med matlaging. Èn beboer skal ha fått i seg noe røyk og tilsees av helse. Nødetatene avslutter på stedet. Beboer sjekket av helse, sotskader i tak.",2023-09-21T15:41:19.5740227+00:00
23t4qk,Sør-Øst Politidistrikt,204,1,Bamble,23t4qk-0,"02:15 Melding om bil som hadde kjørt ut og lå på taket. Ingen personer i eller ved bilen, men ulykken hadde trolig nylig skjedd. Politiet har vært på stedet og lett etter fører av bilen. Kl 0410 fikk vi tak i fører, en mann i 30 årene.  Mannen mistenkes for promillekjøring. Han er fremstilt for nødvendige prøver. Førerkortet ble beslaglagt.",2023-06-15T04:18:42.966783+00:00
23t4rq,Sør-Øst Politidistrikt,204,5,Skien,23t4rq-0,11:18 Melding om mange ungdommer som sloss på bussen. Slossingen avtok og de fleste gikk av bussen. Ingen som var skadet. Politiet er i området og ser etter personene.  Politiet har kommet i kontakt med noen av de involverte. Har vært noen som har begynt å dytte på bussen og så utviklet det seg til litt mer slossing før de gikk hver sin vei. Uvisst antall som har vært involvert. Ingen av partene ble skadet.,2023-06-28T09:33:01.104361+00:00
23t4vr,Trøndelag Politidistrikt,209,1,Overhalla,23t4vr-0,"Trafikkulykke Sørsivegen. MC-velt. Nødetatene er på vei til stedet. Foreløbig uklart skadeomfang. Ambulanse på stedet. Fører av MC, en kvinne, er bevisst. Ikke noe som tyder på alvorlig personskade. Ingen store trafikkutfordringer. Fører av mc ble tatt med til sykehuset i Namsos for en sjekk. Ikke alvorlig skadet.",2023-08-16T12:57:53.8871474+00:00
23t4zg,Sør-Øst Politidistrikt,204,5,Drammen,23t4zg-0,18;28 - Mann i 20-årene bortvist fra Drammen sentrum til i morgen på grunn av beruselse og kranglete oppførsel. ,2023-08-19T16:41:06.4898469+00:00
23t527,Trøndelag Politidistrikt,209,1,Melhus,23t527-0,Melding om trafikkulykke der en ATV og mulig MC er involvert. Nødetatene er på vei til stedet ved Kregnes. ,2023-09-26T10:18:56.3852058+00:00
23t55j,Sør-Øst Politidistrikt,204,1,Porsgrunn,23t55j-0,11:57 UP har hatt rus kontroll. 120 kontrollerte - ingen med rus. 1 gebyr for manglende belte. ,2023-07-11T11:37:56.3926134+00:00
23t58k,Trøndelag Politidistrikt,209,5,Trondheim,23t58k-0,Politiet har rykket ut til en privat adresse etter melding om skadeverk og mulige trusler med kniv. Politiet er bevæpnet. Det er ingen fare for andre i området. Gjerningspersonen hadde forlatt stedet før politiet kom fram.,2023-08-21T03:35:29.1057234+00:00
23t5b8,Sør-Øst Politidistrikt,204,1,Porsgrunn,23t5b8-0,UP stanset en lokal bilfører i 40-årene. Mannen innehar ikke gyldig førerkort og han fremstår også ruset. Blir tatt med inn for bevissikring - og saker opprettet. ,2023-08-24T09:40:53.9651272+00:00
23t5bb,Sør-Øst Politidistrikt,204,4,Holmestrand,23t5bb-0,"kl 12:46 - Nødetater er på vei til FV35 i nærheten av Barkost etter melding om trafikkulykke. En lastebil har kjørt ut av veien. Fører av lastebil er ute av bilen. Oppdateres når nødetater ankommer stedet  Bilfører, mann i 50 årene sjekket ut av ambulanse på stedet. Lastebilen ligger utenfor veibanen og er ikke til hinder for øvrig trafikk. Entreprenør har kommet til stedet. Det blir skiltet redusert hastighet på stedet. Det legges en plan for berging av kjøretøyet. Politiet oppretter en sak på forholdet. Politiet avslutter på stedet. Lastebilen forventes at blir berget i løpet av kvelden i dialog med vegtrafikksentralen.",2023-07-18T10:52:17.601848+00:00
23t5f9,Sør-Øst Politidistrikt,204,1,Tønsberg,23t5f9-0,20:36 UP stoppet en mann i 40 årene fra Vestfold. Han ble målt til 157 km/t i 110 sona. I tillegg mistenkes for å være ruset under kjøring. Sak opprettet.,2023-09-27T22:29:48.1471654+00:00
23t5j0,Trøndelag Politidistrikt,209,5,Namsos,23t5j0-0,Kl 0207: mann i 40 - åra lager kvalm ved serveringssted. Patr til stedet og bortviser mannen. Var kranglete og kom med rasistiske ytringer mot politiet. Blir anmeldt for dette samt ordensforstyrrelse.,2023-10-01T00:53:14.9206126+00:00
23t5jl,Agder Politidistrikt,205,5,Arendal,23t5jl-0,En beruset person bortvises fra sentrum etter å ha vært i klammeri med vakter på utested og vist dårlig oppførsel overfor andre gjester. ,2023-07-13T23:00:57.3817112+00:00
23t5lb,Vest Politidistrikt,207,1,Bjørnafjorden,23t5lb-0,"Trafikkuhell - MC som har velta, skal ha sklidd - nødetater på vei til staden.",2023-07-17T15:51:02.1975822+00:00
23t5qb,Agder Politidistrikt,205,5,Vennesla,23t5qb-0,"Det har vært uoverensstemmelse og slagsmål mellom flere personer på en adresse på Moseidmoen, ingen er skadet. Politiet innbringer to personer til arrest pga beruselse. ",2023-08-26T01:29:04.6628507+00:00
23t5sv,Trøndelag Politidistrikt,209,5,Levanger,23t5sv-0,Politiet rykker ut til melding om en manns som har vært aggressiv mot en vekter. Politiet i kontakt med gjerningsperson. Mistenkte blir anmeldt for ordensforstyrrelse og ikke å etterkomme pålegg fra politiet.,2023-08-06T01:11:24.0187931+00:00
23t603,Trøndelag Politidistrikt,209,4,Trondheim,23t603-0,"Nødetater rykker ut til avkjøringen fra E6 mot Leangen hvor en lett mc har kjørt av veien. En person på sykkelen. Fører er selv melder, sier seg bare lettere skadet og er oppe på beina. Det skal ikke være noen trafikale problemer.",2023-07-23T16:20:38.743627+00:00
23t634,Innlandet Politidistrikt,203,1,Elverum,23t634-0,UP-patrulje avholdt trafikkontroll langs Vestsivegen. Utstedt 9 forenklede forelegg for hastighetsovertredelser. Høyeste hastighet 80 km/t i 60-sone.,2023-08-31T09:34:55.771208+00:00
23t66x,Nordland Politidistrikt,210,2,Saltdal,23t66x-0,Melding om røykutvikling i bolighus. Det er ikke folk i huset. Nødetatene er på vei til stedet.  Bekreftet brann i huset. Det skal ikke bo folk i huset. Brannvesenet er på stedet og har iverksatt slokkearbeid.,2023-09-03T07:04:04.9079892+00:00
23t69g,Agder Politidistrikt,205,1,Arendal,23t69g-0,Politi og ambulanse er på stedet etter at et UTV kjøretøy skal ha kjørt i grøfta. Det er ingen personskade. Politiet foretar avhør på stedet.,2023-07-22T11:49:18.9327175+00:00
23t69x,Finnmark Politidistrikt,212,1,Hammerfest,23t69x-0,@Utrykningspol har gjennomført laserkontroll i Slettelv mellom Kvalsund og Skaidi. Ble utstedt tre forenklede forelegg. Høyeste hastighet målt til 73 km/t i 60-sonen.,2023-10-07T22:57:38.0065485+00:00
23t6c6,Vest Politidistrikt,207,1,Ullensvang,23t6c6-0,"Kl.12:21; meld om singel trafikkulykke på RV13, Røldal. Det er kun ein bil involvert, og kun førar i aktuelle bil. Førar framstår uskadd. Store materielle skadar på bilen. Trafikken står. Nødetatar er på utrykning mot staden. ",2023-07-26T10:31:28.0019777+00:00
23t6cn,Innlandet Politidistrikt,203,1,Lillehammer,23t6cn-0,Kl. 11:52-13:19: Politipatrulje har hatt trafikkontroll med fokus på hastighet. Utstedt 3 forenklede forelegg for høy fart. Høyeste hastighet målt til 54 km/t i 40-sone. ,2023-10-11T11:24:28.2199396+00:00
23t6dc,Sør-Øst Politidistrikt,204,1,Larvik,23t6dc-0,"Patruljen er på stedet, da et kjøretøy har kollidert med en lyktestolpe. Fører, en lokal mann i 20-årene hevder seg uskadd. Forklarte at han var uoppmerksom i forkant. Fremstår edru. Sak opprettet. ",2023-07-20T09:06:03.5582339+00:00
23t6h7,Agder Politidistrikt,205,5,Flekkefjord,23t6h7-0,Mann bortvist fra sentrum for resten av natten etter å ha yppet til bråk med andre personer.,2023-09-02T01:09:41.2952398+00:00
23t6k1,Øst Politidistrikt,202,1,Aurskog-Høland,23t6k1-0,"Kl 1255; politiet stanser en bil for kontroll. Fører, dame i 30 årene, har ikke gyldig førerkort. Videre fremstår hun ruspåvirket. Nødvendige prøver tatt og sak er opprettet.",2023-09-05T11:54:10.8837827+00:00
23t6q7,Sør-Øst Politidistrikt,204,2,Lier,23t6q7-0,23:43 Melding om røyk i nærheten av Lierskogen pukkverk. Melder hadde sett to personer som tente på noe og forsvant. Brannvesenet og politiet har vært på stedet. Melder hadde gjort en god jobb med å slukke. Brannvesenet etterslukket. ,2023-06-25T22:32:13.6628526+00:00
23t6s2,Agder Politidistrikt,205,2,Grimstad,23t6s2-0,"Nødetatene rykker ut til brann i garasje i Esketveitveien. Ingen personer i bygningen, Oppdateres.  Brannvesenet melder at det ikke er fare for spredning til andre bygninger. Det kommer flammer ut av vinduet på 2 etasje i en dobbel garasje. Brannvesenet melder at de har kontroll på brannen og går over til etterslukking. Brannen kan ha startet i en av bilene som stod i garasjen. Politiet avslutter på stedet.",2023-08-29T10:28:42.0672389+00:00
23t6v1,Trøndelag Politidistrikt,209,4,Trondheim,23t6v1-0,kl. 1132 - meldt om en arbeidsulykke/firma i Haakon 7gt - helse og politi på stedet. En person blir behandlet  på stedet.,2023-10-06T09:46:56.3670068+00:00
23t6w3,Vest Politidistrikt,207,1,Alver,23t6w3-0,"Kl 0837 prøvde politiet å stansa køyretøy i trafikkontroll i Åsane.  Førar stansa ikkje, heldt nordover fram mot Alver og er sist på Meland. Politiet har søkt etter bilen og han er funnen igjen forlate på Brakstad på Holsnøy.",2023-10-03T07:39:59.5917632+00:00
23t72s,Øst Politidistrikt,202,1,Fredrikstad,23t72s-0,"Kl 19:22. Melding om en bil som har kjørt på en fotgjenger på Veumveien/Joruns vei. Nødetatene nettopp ankommet. Bil har kjørt på en fotgjenger i et fotgjengerfelt. Lav fart. Fotgjenger er oppegående og sjekkes av ambulansepersonellet. De involverte blir avhørt på stedet. Fører er en mann i 70 årene, påkjørt fotgjenger er en mann i 60 årene. Begge fra Fredrikstad. Fotgjenger ble kjørt til legevakt for sjekk.",2023-10-14T17:33:18.2372049+00:00
23t742,Agder Politidistrikt,205,5,Arendal,23t742-0,"Patruljen har vært i kontakt med 3 mindreårige gutter i sentrum, to kjørt hjem til foresatt, en innbragt til politistasjonen da han nektet å oppgi personalia. ",2023-08-04T01:47:06.7188576+00:00
23t74j,Sør-Øst Politidistrikt,204,1,Tønsberg,23t74j-0,15:00 UP-patrulje stanset mannlig bilist i 50-åra for kontroll. Mistanke om ruskjøring og hadde ikke gyldig førerkort. Nødvendige prøver tatt og sak opprettes. ,2023-10-17T14:49:22.0815273+00:00
23t77t,Trøndelag Politidistrikt,209,7,Trøndelag politidistrikt,23t77t-0,På vegne av Statsforvalteren har vi i anledning ekstremværet Hans sendt ut Nødvarsel til befolkningen i søndre del av Trøndelag.,2023-08-07T14:22:21.0725961+00:00
23t7bv,Agder Politidistrikt,205,1,Arendal,23t7bv-0,Melding om trafikkulykke. Moped og bil involvert. Mopedfører er ved bevissthet. Politipatrulje fremme på stedet. Mopedfører kjøres til sykehus  for videre undersøkelser. Trafikken glir greit forbi på stedet. Politipatrulje på stedet foretar avhør.,2023-09-11T15:15:49.8172992+00:00
23t7r8,Sør-Øst Politidistrikt,204,11,Tønsberg,23t7r8-0,Politiets båtpatrulje har kontrollert teiner - og to lokale menn i 50-årene fikk beslaglagt sine på grunn av brudd på gjeldende bestemmelser. Anmeldelser også opprettet. ,2023-07-28T16:13:04.616377+00:00
23t7rq,Møre og Romsdal Politidistrikt,208,1,Kristiansund,23t7rq-0,Politiet gjennomførte laserkontroll på Frei i en 60 sone. En fører fikk førerkortet beslaglagt etter å ha kjørt 86 kmt i en 60 kmt sone.,2023-10-13T03:40:00.5783911+00:00
23t7sh,Agder Politidistrikt,205,5,Kristiansand,23t7sh-0,En beruset person bortvises fra sentrum etter å ha i klammeri med andre gjester og vektere på utested.,2023-09-09T23:51:43.2810953+00:00
23t7t6,Sør-Øst Politidistrikt,204,0,Drammen,23t7t6-0,Politiet fikk melding om to mistenkelige personer snokende med lommelykter i hager og gårdsplasser. Vi sendte patruljer til stedet og foretok søk og undersøkelser. Ingen personer funnet pr nå. Heller ikke meldt om at det har vært innbrudd i området. ,2023-08-01T23:51:14.3297054+00:00
23t7x0,Sør-Øst Politidistrikt,204,1,Kongsberg,23t7x0-0,kl 12:58 - Politiet har gjennomført trafikkontroll ved Hvittingfoss skole i forbindelse med aksjon skolestart. 13 kontrollerte - alt ok.,2023-09-07T12:16:57.884266+00:00
23t80p,Trøndelag Politidistrikt,209,0,Trondheim,23t80p-0,KL. 0234 Båteier melder til oss at han via kamera ser ukjent mann inne i båten sin - mann f. 83 fra Sverige blir pågrepet etter forsøk på en løgn om lovlig tilhold i båten.,2023-08-15T01:09:21.6700083+00:00
23t8dk,Trøndelag Politidistrikt,209,5,Trondheim,23t8dk-0,"Politi og brann rykket ut til et overnattingssted på Sandmoen etter melding kl. 2308 om bråk og krangling. Det gikk også en brannalarm på stedet.
Ingen brann, men alle boende står på utsiden. Uoversiktlig hva som har skjedd og politiet jobber på stedet. Det har vært krangel mellom flere personer. Det er begått skadeverk ved at en rute er knust. En person har selv tatt seg til legevakten.",2023-09-14T22:02:37.8837772+00:00
23t8hw,Sør-Øst Politidistrikt,204,5,Drammen,23t8hw-0,En beruset mann i 20 årene er innbrakt til arresten pga ordensforstyrrelser på en privat adresse. Han har blant annet kastet et brannslukkningsapparat gjennom et vindu. Blir anmeldt. ,2023-06-04T18:41:38.2529643+00:00
23t8jl,Innlandet Politidistrikt,203,1,Trysil,23t8jl-0,"Kl 1048 Avholdt trafikkontroll i skiltet 60 sone. 14 Forenklede forelegg utstedt, høyeste hastighet 85 km/t.",2023-10-19T14:05:54.3577684+00:00
23t8lb,Sør-Øst Politidistrikt,204,2,Skien,23t8lb-0,Brannvesenet har slukket en brann i en komfyr på et kjøkken. I forbindelse med slukkingen har muligens en mann fått brannskader i en hånd. 4 personer er ute på adressen og har blitt eksponert for røyk. Politiet rykker ut sammen med ambulanse. Oppdateres. Olje i en frityrgryte hadde antent. 2 personer med lettere brannskader. De får oppfølging hos helse. Vi er ferdige på stedet. Sak vil bli opprettet.,2023-10-22T14:10:14.6739644+00:00
